name,birth,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP,OPS,FY,LY,AY,URL
스크럭스,1987,0.277,257,938,166,260,59,0,61,208,7,2,120,278,1.078,0.745,1.823,2017,2018,2,http://www.statiz.co.kr/player.php?name=%EC%8A%A4%ED%81%AC%EB%9F%AD%EC%8A%A4
오정복,1986,0.286,425,1070,155,306,50,4,19,127,7,8,103,138,2.315,2.127,4.442,2009,2018,10,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%A0%95%EB%B3%B5
윤병호,1989,0.179,83,106,17,19,4,0,1,5,3,0,4,27,1.022,0.7,1.722,2015,2018,4,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%EB%B3%91%ED%98%B8
윤정우,1988,0.229,126,144,34,33,8,0,3,15,15,3,8,38,1.058,0.915,1.973,2011,2018,8,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%EC%A0%95%EC%9A%B0
이대수,1981,0.257,1190,2860,328,736,131,21,35,299,43,29,224,523,4.692,4.356,9.048,2002,2018,17,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%8C%80%EC%88%98
이영욱,1985,0.243,535,955,173,232,40,7,12,104,73,23,104,264,2.023,2.124,4.147,2008,2018,11,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%98%81%EC%9A%B1
이종욱,1980,0.291,1446,5081,843,1478,225,51,41,543,340,92,523,679,4.881,4.581,9.462,2006,2018,13,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A2%85%EC%9A%B1
이진영,1980,0.305,2160,6976,979,2125,367,33,169,979,112,77,745,906,8.693,7.376,16.069,1999,2018,20,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A7%84%EC%98%81
임훈,1985,0.269,670,1680,229,452,59,14,7,149,36,25,156,299,3.108,3.169,6.277,2004,2018,15,http://www.statiz.co.kr/player.php?name=%EC%9E%84%ED%9B%88
장시윤,1993,0.244,34,41,7,10,0,0,0,2,0,1,3,11,0.476,0.705,1.181,2015,2018,4,http://www.statiz.co.kr/player.php?name=%EC%9E%A5%EC%8B%9C%EC%9C%A4
정경운,1993,0.215,68,121,9,26,2,1,1,9,2,0,9,31,0.369,0.354,0.723,2017,2018,2,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EA%B2%BD%EC%9A%B4
정성훈,1980,0.293,2223,7359,1040,2159,396,23,174,997,130,64,813,1054,8.511,7.397,15.908,1999,2018,20,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%84%B1%ED%9B%88
조동찬,1983,0.258,1171,3360,470,867,156,6,92,426,150,29,311,784,6.154,5.047,11.201,2002,2018,17,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EB%8F%99%EC%B0%AC
초이스,1989,0.274,142,525,92,144,27,1,34,103,2,1,50,128,1.111,0.723,1.834,2017,2018,2,http://www.statiz.co.kr/player.php?name=%EC%B4%88%EC%9D%B4%EC%8A%A4
최준석,1983,0.275,1564,4613,543,1270,177,5,201,881,10,8,677,1079,6.887,5.646,12.533,2002,2018,17,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%A4%80%EC%84%9D
홍성갑,1992,0.216,66,88,5,19,0,1,0,10,1,0,3,31,1.234,1.444,2.678,2014,2018,5,http://www.statiz.co.kr/player.php?name=%ED%99%8D%EC%84%B1%EA%B0%91
김경언,1982,0.271,1183,2973,385,805,144,18,55,393,56,42,374,657,5.948,5.534,11.482,2001,2017,17,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B2%BD%EC%96%B8
김대륙,1992,0.147,179,156,15,23,3,2,0,8,0,1,14,54,0.582,0.716,1.298,2015,2017,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8C%80%EB%A5%99
김상호,1989,0.268,227,523,52,140,26,1,7,66,3,4,57,122,1.119,1.287,2.406,2012,2017,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%83%81%ED%98%B8
김연훈,1984,0.226,467,773,91,175,29,3,4,61,18,14,36,171,2.121,1.937,4.058,2007,2017,11,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%97%B0%ED%9B%88
김원석,1989,0.276,89,203,31,56,12,2,7,26,0,0,11,64,0.717,0.662,1.379,2016,2017,2,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9B%90%EC%84%9D
김정혁,1985,0.237,99,215,33,51,6,1,2,25,4,2,14,48,0.821,0.829,1.65,2011,2017,7,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A0%95%ED%98%81
김종호,1984,0.28,494,1343,249,376,41,18,6,90,128,37,135,255,1.629,1.781,3.41,2011,2017,7,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A2%85%ED%98%B8
김주현,1988,0.228,81,123,13,28,9,0,2,14,2,0,8,36,1.192,0.956,2.148,2008,2017,10,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A3%BC%ED%98%84
나성용,1988,0.246,79,134,12,33,5,0,5,17,0,1,9,56,1.248,1.052,2.3,2011,2017,7,http://www.statiz.co.kr/player.php?name=%EB%82%98%EC%84%B1%EC%9A%A9
대니돈,1984,0.278,149,467,70,130,35,1,17,72,1,0,77,88,0.734,0.645,1.379,2016,2017,2,http://www.statiz.co.kr/player.php?name=%EB%8C%80%EB%8B%88%EB%8F%88
로사리오,1989,0.33,246,937,178,309,61,3,70,231,11,8,83,151,1.254,0.781,2.035,2016,2017,2,http://www.statiz.co.kr/player.php?name=%EB%A1%9C%EC%82%AC%EB%A6%AC%EC%98%A4
박윤,1988,0.188,56,101,6,19,2,0,0,4,0,0,5,31,1.279,1.427,2.706,2011,2017,7,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%9C%A4
성의준,1989,0.163,53,43,5,7,2,0,1,6,0,1,4,13,0.7,0.717,1.417,2012,2017,6,http://www.statiz.co.kr/player.php?name=%EC%84%B1%EC%9D%98%EC%A4%80
신종길,1983,0.273,768,2032,322,554,104,30,28,223,132,43,160,484,4.117,3.559,7.676,2003,2017,15,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%EC%A2%85%EA%B8%B8
에반스,1986,0.301,256,914,151,275,50,0,51,171,2,0,130,204,1.055,0.782,1.837,2016,2017,2,http://www.statiz.co.kr/player.php?name=%EC%97%90%EB%B0%98%EC%8A%A4
우동균,1989,0.22,355,614,87,135,28,3,9,83,11,8,94,143,2.195,2.305,4.5,2008,2017,10,http://www.statiz.co.kr/player.php?name=%EC%9A%B0%EB%8F%99%EA%B7%A0
윤요섭,1982,0.252,501,905,93,228,35,1,26,135,10,7,89,199,3.7,3.149,6.849,2008,2017,10,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%EC%9A%94%EC%84%AD
이승엽,1976,0.302,1906,7132,1355,2156,464,28,467,1498,57,25,953,1344,8.535,5.786,14.321,1995,2017,23,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%8A%B9%EC%97%BD
이양기,1981,0.261,326,689,61,180,32,1,6,75,7,0,53,126,3.031,3.028,6.059,2003,2017,15,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%96%91%EA%B8%B0
이우민,1982,0.233,1003,1854,275,432,52,12,15,168,56,39,142,463,4.123,4.509,8.632,2001,2017,17,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9A%B0%EB%AF%BC
이종환,1986,0.267,263,476,47,127,30,1,6,67,1,2,38,129,2.523,1.975,4.498,2010,2017,8,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A2%85%ED%99%98
이호신,1984,0.145,188,165,22,24,5,1,0,10,8,4,11,55,1.244,1.314,2.558,2007,2017,11,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%98%B8%EC%8B%A0
이호준,1976,0.282,2053,6663,943,1880,346,17,337,1265,59,52,795,1307,9.961,7.358,17.319,1996,2017,22,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%98%B8%EC%A4%80
임익준,1988,0.215,153,181,27,39,2,0,0,9,7,6,11,43,1.023,1.143,2.166,2010,2017,8,http://www.statiz.co.kr/player.php?name=%EC%9E%84%EC%9D%B5%EC%A4%80
장민석,1982,0.251,742,2130,324,535,72,22,16,177,126,52,174,396,2.726,2.615,5.341,2008,2017,10,http://www.statiz.co.kr/player.php?name=%EC%9E%A5%EB%AF%BC%EC%84%9D
정현석,1984,0.262,378,858,110,225,36,1,12,71,8,10,78,152,1.706,1.76,3.466,2008,2017,10,http://www.statiz.co.kr/player.php?name=%EC%A0%95%ED%98%84%EC%84%9D
조영훈,1982,0.257,855,1786,219,459,94,6,47,258,35,17,189,442,4.43,3.619,8.049,2005,2017,13,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%98%81%ED%9B%88
조윤준,1989,0.2,81,130,10,26,1,1,0,17,0,0,3,32,1.864,1.94,3.804,2012,2017,6,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%9C%A4%EC%A4%80
조인성,1975,0.252,1948,5351,576,1348,248,10,186,801,13,16,359,1055,7.621,5.723,13.344,1998,2017,20,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%9D%B8%EC%84%B1
조평호,1985,0.223,118,184,25,41,11,0,4,16,1,1,17,56,1.607,1.866,3.473,2006,2017,12,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%ED%8F%89%ED%98%B8
차일목,1981,0.234,900,1942,221,454,66,2,25,233,14,17,267,372,3.647,4.19,7.837,2003,2017,15,http://www.statiz.co.kr/player.php?name=%EC%B0%A8%EC%9D%BC%EB%AA%A9
최경철,1980,0.211,560,925,95,195,32,3,10,89,8,5,68,252,2.914,2.806,5.72,2004,2017,14,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EA%B2%BD%EC%B2%A0
최병연,1986,0.062,34,16,4,1,0,0,0,0,0,0,1,5,0.167,0.397,0.564,2015,2017,3,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EB%B3%91%EC%97%B0
황목치승,1985,0.249,154,185,45,46,6,2,0,18,8,4,4,34,1.149,1.032,2.181,2014,2017,4,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EB%AA%A9%EC%B9%98%EC%8A%B9
히메네스,1988,0.303,256,983,167,298,59,3,44,178,29,16,64,134,1.467,1.04,2.507,2015,2017,3,http://www.statiz.co.kr/player.php?name=%ED%9E%88%EB%A9%94%EB%84%A4%EC%8A%A4
고메즈,1988,0.283,117,456,74,129,31,0,21,62,16,8,25,87,0.489,0.324,0.813,2016,2016,1,http://www.statiz.co.kr/player.php?name=%EA%B3%A0%EB%A9%94%EC%A6%88
고영민,1984,0.252,879,2306,427,581,100,15,46,292,133,47,278,553,4.875,4.468,9.343,2002,2016,15,http://www.statiz.co.kr/player.php?name=%EA%B3%A0%EC%98%81%EB%AF%BC
권용관,1976,0.227,1325,3070,348,698,102,28,47,300,62,37,198,730,5.54,4.848,10.388,1996,2016,21,http://www.statiz.co.kr/player.php?name=%EA%B6%8C%EC%9A%A9%EA%B4%80
김다원,1985,0.244,283,542,67,132,24,1,13,55,4,2,32,157,1.441,1.309,2.75,2010,2016,7,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8B%A4%EC%9B%90
김동은,1990,0.306,55,85,9,26,2,0,0,5,4,1,12,20,0.706,0.808,1.514,2015,2016,2,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8F%99%EC%9D%80
김민우,1979,0.246,704,1886,254,464,86,8,32,183,83,26,229,457,3.744,3.768,7.512,2002,2016,15,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%EC%9A%B0
김상현,1980,0.256,1082,3411,465,874,159,10,158,570,54,25,324,857,6.083,4.522,10.605,2001,2016,16,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%83%81%ED%98%84
김원섭,1978,0.271,1092,2835,442,767,131,33,27,307,103,51,436,452,4.693,5.071,9.764,2001,2016,16,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9B%90%EC%84%AD
김태완,1981,0.242,513,968,126,234,51,1,21,114,8,6,121,205,3.105,3.252,6.357,2004,2016,13,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%83%9C%EC%99%84
마르테,1983,0.312,206,750,137,234,48,1,42,163,0,0,101,111,1.086,0.774,1.86,2015,2016,2,http://www.statiz.co.kr/player.php?name=%EB%A7%88%EB%A5%B4%ED%85%8C
박노민,1985,0.218,193,354,29,77,14,0,8,40,4,0,22,120,2.165,1.935,4.1,2004,2016,13,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EB%85%B8%EB%AF%BC
박용근,1984,0.222,399,585,99,130,25,6,5,43,46,17,64,124,2.143,2.229,4.372,2007,2016,10,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%9A%A9%EA%B7%BC
박재상,1982,0.262,1087,3084,459,807,161,19,65,394,135,66,361,597,4.359,3.929,8.288,2001,2016,16,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%9E%AC%EC%83%81
박종윤,1982,0.268,837,2404,264,644,125,18,42,332,20,16,103,372,4.302,3.271,7.573,2002,2016,15,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A2%85%EC%9C%A4
발디리스,1983,0.266,44,154,24,41,6,0,8,33,0,0,31,17,0.461,0.389,0.85,2016,2016,1,http://www.statiz.co.kr/player.php?name=%EB%B0%9C%EB%94%94%EB%A6%AC%EC%8A%A4
손용석,1987,0.262,235,363,32,95,16,1,0,41,1,1,22,76,2.177,2.178,4.355,2006,2016,11,http://www.statiz.co.kr/player.php?name=%EC%86%90%EC%9A%A9%EC%84%9D
송주호,1988,0.167,199,240,31,40,6,0,1,12,7,5,16,63,0.635,0.854,1.489,2013,2016,4,http://www.statiz.co.kr/player.php?name=%EC%86%A1%EC%A3%BC%ED%98%B8
신현철,1987,0.233,125,133,18,31,7,0,1,8,1,0,12,40,1.148,1.416,2.564,2011,2016,6,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%ED%98%84%EC%B2%A0
아두치,1985,0.307,196,773,151,237,52,8,35,147,39,12,73,177,1.031,0.72,1.751,2015,2016,2,http://www.statiz.co.kr/player.php?name=%EC%95%84%EB%91%90%EC%B9%98
오현근,1985,0.185,57,54,8,10,2,0,0,5,3,2,8,13,0.736,0.897,1.633,2008,2016,9,http://www.statiz.co.kr/player.php?name=%EC%98%A4%ED%98%84%EA%B7%BC
용덕한,1981,0.226,653,988,106,223,36,1,9,74,7,7,59,203,3.776,3.329,7.105,2004,2016,13,http://www.statiz.co.kr/player.php?name=%EC%9A%A9%EB%8D%95%ED%95%9C
이병규,1974,0.311,1741,6571,992,2043,371,38,161,972,147,66,526,838,8.018,6.696,14.714,1997,2016,20,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%B3%91%EA%B7%9C
이상훈,1987,0.169,88,142,16,24,1,0,2,4,6,1,12,28,0.977,1.134,2.111,2010,2016,7,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%83%81%ED%9B%88
이여상,1984,0.224,478,994,103,223,39,4,14,110,35,11,76,265,2.092,2.102,4.194,2007,2016,10,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%97%AC%EC%83%81
이정식,1981,0.204,359,441,51,90,14,0,10,40,6,1,38,109,2.99,3.005,5.995,2004,2016,13,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A0%95%EC%8B%9D
이진석,1995,0.2,47,45,7,9,1,1,0,2,0,1,2,20,0.756,0.722,1.478,2015,2016,2,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A7%84%EC%84%9D
정대현,1978,0,31,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2001,2016,16,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EB%8C%80%ED%98%84
조동화,1981,0.25,1189,2940,449,736,73,30,9,232,191,50,297,583,3.741,3.995,7.736,2001,2016,16,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EB%8F%99%ED%99%94
지재옥,1988,0.123,54,73,6,9,1,0,2,4,1,0,15,22,0.662,0.869,1.531,2012,2016,5,http://www.statiz.co.kr/player.php?name=%EC%A7%80%EC%9E%AC%EC%98%A5
테임즈,1986,0.349,390,1351,343,472,102,14,124,382,64,14,235,293,2.157,1.346,3.503,2014,2016,3,http://www.statiz.co.kr/player.php?name=%ED%85%8C%EC%9E%84%EC%A6%88
필,1984,0.316,367,1397,216,442,99,2,61,253,34,14,98,209,1.569,1.081,2.65,2014,2016,3,http://www.statiz.co.kr/player.php?name=%ED%95%84
홍성흔,1977,0.301,1957,6789,872,2046,323,12,208,1120,85,49,645,1018,7.797,6.492,14.289,1999,2016,18,http://www.statiz.co.kr/player.php?name=%ED%99%8D%EC%84%B1%ED%9D%94
강봉규,1978,0.262,909,1991,320,522,99,10,49,262,63,19,269,410,4.928,4.713,9.641,2000,2015,16,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EB%B4%89%EA%B7%9C
고동진,1980,0.249,820,2296,311,572,97,7,21,201,62,34,214,428,3.212,3.194,6.406,2004,2015,12,http://www.statiz.co.kr/player.php?name=%EA%B3%A0%EB%8F%99%EC%A7%84
나바로,1987,0.297,265,1034,244,307,46,2,79,235,47,15,189,143,1.148,0.81,1.958,2014,2015,2,http://www.statiz.co.kr/player.php?name=%EB%82%98%EB%B0%94%EB%A1%9C
댄블랙,1987,0.333,54,198,25,66,10,1,12,32,0,0,25,52,0.576,0.413,0.989,2015,2015,1,http://www.statiz.co.kr/player.php?name=%EB%8C%84%EB%B8%94%EB%9E%99
로메로,1986,0.253,76,265,30,67,16,0,12,50,2,0,29,48,0.449,0.328,0.777,2015,2015,1,http://www.statiz.co.kr/player.php?name=%EB%A1%9C%EB%A9%94%EB%A1%9C
모상기,1987,0.164,65,116,9,19,3,0,4,11,1,1,14,49,0.811,1.033,1.844,2008,2015,8,http://www.statiz.co.kr/player.php?name=%EB%AA%A8%EC%83%81%EA%B8%B0
문우람,1992,0.279,279,764,113,213,57,4,12,96,8,6,74,140,1.526,1.321,2.847,2012,2015,4,http://www.statiz.co.kr/player.php?name=%EB%AC%B8%EC%9A%B0%EB%9E%8C
박계현,1992,0.267,159,393,50,105,11,0,0,34,17,11,28,69,0.65,0.665,1.315,2014,2015,2,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EA%B3%84%ED%98%84
박기남,1981,0.255,764,1328,200,338,63,0,23,147,15,12,183,254,3.321,3.466,6.787,2004,2015,12,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EA%B8%B0%EB%82%A8
박정준,1984,0.232,411,799,100,185,38,3,10,71,16,13,81,185,2.755,2.64,5.395,2003,2015,13,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A0%95%EC%A4%80
박준서,1981,0.229,731,994,119,228,45,10,8,98,20,6,77,238,3.669,3.734,7.403,2001,2015,15,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A4%80%EC%84%9C
박진만,1976,0.261,1993,6039,763,1574,317,15,153,781,94,76,671,1003,7.616,6.756,14.372,1996,2015,20,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A7%84%EB%A7%8C
브라운,1984,0.261,137,464,82,121,21,2,28,76,5,2,66,127,0.496,0.36,0.856,2015,2015,1,http://www.statiz.co.kr/player.php?name=%EB%B8%8C%EB%9D%BC%EC%9A%B4
스나이더,1982,0.267,150,531,105,142,33,1,30,88,4,4,46,166,0.927,0.641,1.568,2014,2015,2,http://www.statiz.co.kr/player.php?name=%EC%8A%A4%EB%82%98%EC%9D%B4%EB%8D%94
신명철,1978,0.241,1212,3198,396,771,127,21,54,334,130,65,295,642,4.392,4.05,8.442,2001,2015,15,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%EB%AA%85%EC%B2%A0
안정광,1989,0.198,46,81,6,16,2,0,0,8,1,2,6,25,0.901,0.999,1.9,2011,2015,5,http://www.statiz.co.kr/player.php?name=%EC%95%88%EC%A0%95%EA%B4%91
유선정,1986,0.201,160,273,23,55,7,1,1,27,2,1,37,59,1.191,1.47,2.661,2007,2015,9,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EC%84%A0%EC%A0%95
이민재,1988,0.205,35,44,6,9,1,0,0,4,0,1,1,12,0.371,0.374,0.745,2012,2015,4,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%AF%BC%EC%9E%AC
이시찬,1985,0.221,313,448,72,99,12,1,1,36,43,10,31,85,1.703,1.762,3.465,2004,2015,12,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%8B%9C%EC%B0%AC
이지찬,1991,0.231,34,39,4,9,2,0,0,4,2,0,2,6,0.282,0.268,0.55,2015,2015,1,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A7%80%EC%B0%AC
이창섭,1987,0.091,30,22,2,2,0,0,0,0,0,0,3,11,0.167,0.542,0.709,2010,2015,6,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%B0%BD%EC%84%AD
임재철,1976,0.261,1139,2333,358,610,97,18,30,231,69,32,283,450,5.138,5.113,10.251,1999,2015,17,http://www.statiz.co.kr/player.php?name=%EC%9E%84%EC%9E%AC%EC%B2%A0
장성호,1977,0.296,2064,7084,1108,2100,394,18,221,1043,99,59,1101,879,8.228,7.95,16.178,1996,2015,20,http://www.statiz.co.kr/player.php?name=%EC%9E%A5%EC%84%B1%ED%98%B8
전현태,1986,0.181,236,304,70,55,6,1,8,35,33,13,52,114,1.229,1.571,2.8,2005,2015,11,http://www.statiz.co.kr/player.php?name=%EC%A0%84%ED%98%84%ED%83%9C
조정원,1990,0.154,65,104,7,16,1,1,0,8,4,1,8,24,0.37,0.432,0.802,2013,2015,3,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%A0%95%EC%9B%90
조중근,1982,0.23,421,727,69,167,23,3,15,85,10,5,45,188,3.406,3.184,6.59,2003,2015,13,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%A4%91%EA%B7%BC
진갑용,1974,0.276,1823,5242,567,1445,234,8,154,753,13,15,473,720,7.694,6.524,14.218,1997,2015,19,http://www.statiz.co.kr/player.php?name=%EC%A7%84%EA%B0%91%EC%9A%A9
최용규,1985,0.212,162,293,39,62,5,3,3,24,18,13,21,80,0.922,0.964,1.886,2008,2015,8,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%9A%A9%EA%B7%9C
최희섭,1979,0.281,634,2131,327,598,115,4,100,393,16,14,365,515,3.699,3.021,6.72,2007,2015,9,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%ED%9D%AC%EC%84%AD
폭스,1982,0.278,38,108,16,30,4,0,7,25,0,0,8,27,0.509,0.339,0.848,2015,2015,1,http://www.statiz.co.kr/player.php?name=%ED%8F%AD%EC%8A%A4
한나한,1980,0.327,32,107,17,35,9,0,4,22,0,0,12,31,0.523,0.4,0.923,2015,2015,1,http://www.statiz.co.kr/player.php?name=%ED%95%9C%EB%82%98%ED%95%9C
한상훈,1980,0.239,1043,2539,303,606,100,14,12,216,52,37,296,489,3.286,3.491,6.777,2003,2015,13,http://www.statiz.co.kr/player.php?name=%ED%95%9C%EC%83%81%ED%9B%88
허웅,1983,0.247,50,73,7,18,3,0,0,7,1,0,4,16,0.946,0.904,1.85,2011,2015,5,http://www.statiz.co.kr/player.php?name=%ED%97%88%EC%9B%85
홍명찬,1987,0.19,35,42,3,8,1,0,0,2,0,0,2,12,1.355,1.39,2.745,2006,2015,10,http://www.statiz.co.kr/player.php?name=%ED%99%8D%EB%AA%85%EC%B0%AC
황동채,1983,0.225,368,525,88,118,14,2,0,29,11,6,56,135,1.595,1.955,3.55,2006,2015,10,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EB%8F%99%EC%B1%84
황선일,1987,0.176,72,119,9,21,6,1,0,11,1,0,9,30,1.258,1.142,2.4,2006,2015,10,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EC%84%A0%EC%9D%BC
강명구,1980,0.192,581,297,153,57,7,2,1,26,111,24,25,62,1.698,2.086,3.784,2003,2014,12,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EB%AA%85%EA%B5%AC
강정호,1987,0.298,902,3070,470,916,193,10,139,545,51,28,387,601,3.879,2.969,6.848,2006,2014,9,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EC%A0%95%ED%98%B8
김상훈,1977,0.242,1388,3882,376,941,154,3,67,458,16,16,332,684,4.686,4.528,9.214,2000,2014,15,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%83%81%ED%9B%88
김재민,1991,0.083,48,24,0,2,0,0,0,0,0,0,2,7,0.188,0.292,0.48,2013,2014,2,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%EB%AF%BC
로티노,1980,0.306,79,216,30,66,18,0,2,22,2,0,29,22,0.417,0.389,0.806,2014,2014,1,http://www.statiz.co.kr/player.php?name=%EB%A1%9C%ED%8B%B0%EB%85%B8
스캇,1978,0.267,33,105,17,28,7,0,6,17,0,0,20,18,0.505,0.392,0.897,2014,2014,1,http://www.statiz.co.kr/player.php?name=%EC%8A%A4%EC%BA%87
안태영,1985,0.299,53,97,15,29,8,0,2,12,1,0,8,35,0.913,0.83,1.743,2013,2014,2,http://www.statiz.co.kr/player.php?name=%EC%95%88%ED%83%9C%EC%98%81
엄태용,1994,0.222,56,81,4,18,5,0,0,7,1,0,2,24,0.532,0.434,0.966,2013,2014,2,http://www.statiz.co.kr/player.php?name=%EC%97%84%ED%83%9C%EC%9A%A9
오윤,1981,0.228,350,592,61,135,22,3,8,71,8,4,80,151,2.295,2.361,4.656,2005,2014,10,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%9C%A4
이승재,1983,0.156,53,45,3,7,2,1,0,5,0,0,1,10,0.508,0.285,0.793,2006,2014,9,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%8A%B9%EC%9E%AC
이태원,1986,0.135,132,148,10,20,4,0,0,8,0,0,10,46,0.323,0.394,0.717,2013,2014,2,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%83%9C%EC%9B%90
이현곤,1980,0.272,1000,2672,289,726,140,6,23,267,39,22,221,388,3.863,3.734,7.597,2002,2014,13,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%98%84%EA%B3%A4
이희근,1985,0.205,289,429,44,88,8,2,2,37,5,2,27,101,1.375,1.379,2.754,2008,2014,7,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%9D%AC%EA%B7%BC
임종혁,1990,0.167,32,24,7,4,0,0,0,1,4,2,6,10,0.222,0.56,0.782,2013,2014,2,http://www.statiz.co.kr/player.php?name=%EC%9E%84%EC%A2%85%ED%98%81
정형식,1991,0.24,350,734,114,176,36,8,9,73,37,19,86,147,1.285,1.621,2.906,2009,2014,6,http://www.statiz.co.kr/player.php?name=%EC%A0%95%ED%98%95%EC%8B%9D
조성우,1988,0.2,57,100,18,20,0,0,4,11,6,1,10,23,0.327,0.275,0.602,2013,2014,2,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%84%B1%EC%9A%B0
조성환,1976,0.284,1032,3077,459,874,167,7,44,329,116,33,259,492,4.738,4.365,9.103,1999,2014,16,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%84%B1%ED%99%98
조쉬벨,1986,0.267,63,240,33,64,8,1,10,39,3,0,30,56,0.433,0.345,0.778,2014,2014,1,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%89%AC%EB%B2%A8
추승우,1979,0.242,503,1151,160,278,37,8,5,91,60,17,114,252,2.406,2.876,5.282,2002,2014,13,http://www.statiz.co.kr/player.php?name=%EC%B6%94%EC%8A%B9%EC%9A%B0
