name,birth,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,active_year,pic_url,first_year,last_year,AVG,OBP,SLG,OPS
김민철,1982,333,393,57,87,10,5,0,107,29,15,10,26,5,82,4,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71609.jpg,2001,2006,0.221,0.27,0.272,0.542
김민하,1989,370,668,101,160,35,1,11,230,75,27,13,60,22,218,21,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61554.jpg,2011,2021,0.24,0.302,0.344,0.647
김민호,1961,1208,3778,488,1050,221,27,106,1643,606,64,29,491,27,561,77,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84510.jpg,1984,1996,0.278,0.361,0.435,0.796
김민호,1969,1112,3400,472,838,132,25,29,1107,277,232,62,262,55,576,57,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93242.jpg,1993,2003,0.246,0.3,0.326,0.626
김바위,1955,679,1688,196,409,79,6,48,644,241,22,16,240,20,269,38,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82110.jpg,1982,1991,0.242,0.337,0.382,0.718
김범석,2004,80,189,17,42,5,0,7,68,28,0,0,15,2,54,5,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53144.jpg,2023,2024,0.222,0.279,0.36,0.639
김병두,1972,60,78,10,15,0,0,0,15,3,0,0,10,2,20,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90611.jpg,1990,1993,0.192,0.284,0.192,0.476
김병수,1964,98,201,29,49,12,2,4,77,29,1,1,23,0,39,6,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90513.jpg,1990,1991,0.244,0.321,0.383,0.705
김병조,1969,298,442,70,112,23,3,7,162,47,11,10,31,12,79,10,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92607.jpg,1992,1997,0.253,0.302,0.367,0.669
김병철,1972,23,36,4,9,2,0,0,11,3,0,2,2,0,4,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95319.jpg,1995,1997,0.25,0.289,0.306,0.595
김병휘,2001,52,91,12,15,4,0,1,22,4,0,0,7,5,37,0,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50304.jpg,2020,2024,0.165,0.224,0.242,0.466
김병희,1990,113,162,28,34,5,0,7,60,21,3,3,21,6,54,2,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/64014.jpg,2019,2023,0.21,0.301,0.37,0.671
김봉기,1953,145,81,36,20,2,1,0,24,11,5,6,6,5,13,1,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82776.jpg,1982,1987,0.247,0.299,0.296,0.595
김봉연,1952,630,2145,311,596,84,8,110,1026,334,24,18,241,21,187,59,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82690.jpg,1982,1988,0.278,0.351,0.478,0.829
김사훈,1987,173,226,15,48,9,0,0,57,22,1,0,14,3,65,4,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61591.jpg,2012,2019,0.212,0.258,0.252,0.511
김상국,1963,1094,2663,270,673,102,16,57,978,334,36,26,295,19,327,83,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86711.jpg,1986,1997,0.253,0.327,0.367,0.695
김상우,1966,131,215,26,50,8,1,4,72,25,6,2,16,1,34,5,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89514.jpg,1989,1994,0.233,0.286,0.335,0.621
김상재,1968,143,361,42,81,11,0,10,122,43,11,11,26,4,75,18,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91823.jpg,1992,1994,0.224,0.276,0.338,0.614
김상현,1980,1082,3411,465,874,159,10,158,1527,570,54,25,324,71,857,118,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70646.jpg,2001,2016,0.256,0.321,0.448,0.768
김상호,1965,1229,4193,581,1112,196,24,136,1764,624,118,64,452,65,832,60,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88110.jpg,1988,2000,0.265,0.337,0.421,0.757
김상호,1989,227,523,52,140,26,1,7,189,66,3,4,57,6,122,15,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62559.jpg,2012,2017,0.268,0.34,0.361,0.701
김상훈,1960,1143,4100,449,1181,210,31,72,1669,572,50,25,356,38,455,112,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84112.jpg,1984,1995,0.288,0.345,0.407,0.752
김상훈,1977,1388,3882,376,941,154,3,67,1302,458,16,16,332,39,684,98,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70612.jpg,2000,2014,0.242,0.302,0.335,0.637
김석연,1968,71,93,8,18,3,1,0,23,9,0,2,2,1,25,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91708.jpg,1991,1993,0.194,0.211,0.247,0.458
김석일,1959,225,402,41,94,13,3,6,131,35,8,5,55,7,64,6,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83899.jpg,1983,1987,0.234,0.326,0.326,0.652
김선섭,1973,84,55,13,7,1,0,0,8,2,1,4,3,1,19,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96804.jpg,1996,2000,0.127,0.172,0.145,0.318
김선일,1965,461,985,93,201,25,6,3,247,84,27,11,39,6,108,28,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89512.jpg,1989,1996,0.204,0.234,0.251,0.485
김선진,1967,816,1942,277,501,64,24,33,712,222,82,33,177,27,278,53,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90415.jpg,1990,2000,0.258,0.32,0.367,0.687
김성갑,1962,942,2416,296,567,90,11,14,721,218,78,47,263,41,298,46,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85410.jpg,1985,1995,0.235,0.31,0.298,0.608
김성관,1952,171,499,56,124,25,5,8,183,61,25,10,34,13,45,15,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80010.jpg,1982,1984,0.248,0.296,0.367,0.663
김성규,1965,358,837,94,202,18,6,1,235,49,16,17,89,8,116,14,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88611.jpg,1988,1993,0.241,0.314,0.281,0.595
김성래,1961,1279,3633,490,1008,171,10,147,1640,595,24,23,502,95,620,88,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84410.jpg,1984,2000,0.277,0.365,0.451,0.817
김성수,1962,43,49,2,7,2,0,0,9,0,1,1,2,1,8,0,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80012.jpg,1986,1989,0.143,0.176,0.184,0.36
김성열,1969,35,39,5,6,0,0,0,6,1,2,1,8,1,11,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93731.jpg,1993,1994,0.154,0.298,0.154,0.452
김성일,1967,162,210,32,36,6,1,1,47,9,13,10,13,3,20,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90412.jpg,1990,1992,0.171,0.22,0.224,0.444
김성태,1971,71,153,13,33,6,1,0,41,18,4,3,11,1,27,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94312.jpg,1994,1997,0.216,0.268,0.268,0.536
김성표,1994,71,43,16,9,0,0,0,9,1,5,1,6,0,14,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63435.jpg,2020,2022,0.209,0.306,0.209,0.515
김성한,1958,1336,4850,762,1389,247,14,207,2285,782,143,67,483,88,696,92,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1982,1995,0.286,0.351,0.471,0.822
김성현,1963,626,1491,156,381,49,12,35,559,199,16,13,118,20,265,39,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86510.jpg,1986,1998,0.256,0.31,0.375,0.685
김성호,1955,36,32,1,5,1,0,0,6,0,0,0,4,1,7,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80014.jpg,1984,1987,0.156,0.25,0.188,0.438
김성호,1960,159,247,28,47,6,1,3,64,17,12,5,14,3,42,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80013.jpg,1983,1985,0.19,0.234,0.259,0.493
김성훈,1993,222,413,65,107,14,6,1,136,47,20,11,35,7,50,4,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66462.jpg,2017,2019,0.259,0.317,0.329,0.646
김수관,1975,100,131,10,24,4,0,1,31,12,1,1,8,1,35,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98455.jpg,1998,2002,0.183,0.23,0.237,0.467
김수길,1963,132,187,20,42,8,0,3,59,15,4,1,14,1,40,6,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86716.jpg,1986,1990,0.225,0.279,0.316,0.594
김수연,1977,841,1578,254,393,41,10,2,460,71,127,51,137,7,289,13,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96777.jpg,1996,2008,0.249,0.309,0.292,0.601
김수환,1998,131,292,32,57,13,0,8,94,36,0,0,35,7,115,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/68346.jpg,2020,2024,0.195,0.281,0.322,0.603
김승관,1976,220,351,34,75,20,0,3,104,33,0,2,48,4,82,9,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95468.jpg,1995,2007,0.214,0.308,0.296,0.605
김승권,1976,443,619,85,143,41,0,13,223,72,3,4,17,5,133,15,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95710.jpg,1995,2006,0.231,0.252,0.36,0.612
김시앙,2001,52,95,8,19,1,0,0,20,7,0,0,4,3,27,5,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51303.jpg,2022,2024,0.2,0.232,0.211,0.443
김실,1967,686,1938,273,511,75,23,9,659,192,36,31,214,11,219,35,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1994,2000,0.264,0.337,0.34,0.677
김연훈,1984,467,773,91,175,29,3,4,222,61,18,14,36,9,171,18,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77609.jpg,2007,2017,0.226,0.261,0.287,0.548
김영균,1961,213,394,34,91,17,1,7,131,39,5,4,45,10,69,20,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84113.jpg,1984,1988,0.231,0.31,0.332,0.642
김영복,1985,34,48,5,8,1,0,1,12,4,0,0,2,0,8,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73438.jpg,2004,2006,0.167,0.2,0.25,0.45
김영신,1961,25,32,1,5,0,0,0,5,2,0,0,1,0,5,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80017.jpg,1985,1986,0.156,0.182,0.156,0.338
김영일,1971,156,294,30,63,9,2,0,76,19,9,7,17,8,43,8,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97537.jpg,1995,1998,0.214,0.257,0.259,0.516
김영직,1960,715,1594,172,404,63,20,25,582,220,18,25,189,9,186,25,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87110.jpg,1987,1995,0.253,0.333,0.365,0.698
김영진,1972,406,714,47,111,22,3,5,154,45,3,6,49,10,171,15,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95422.jpg,1995,2001,0.155,0.21,0.216,0.425
김영진,1976,67,131,16,28,6,1,6,54,19,0,2,11,2,47,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95716.jpg,1995,1996,0.214,0.275,0.412,0.687
김영환,1993,80,94,8,14,0,0,1,17,7,2,1,3,0,23,1,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63448.jpg,2015,2020,0.149,0.175,0.181,0.356
김용국,1962,1092,3018,359,753,123,9,46,1032,358,50,34,324,20,392,77,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85412.jpg,1985,1995,0.25,0.322,0.342,0.664
김용달,1956,315,591,66,153,28,4,12,225,72,7,5,77,2,102,24,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80018.jpg,1982,1988,0.259,0.344,0.381,0.725
김용만,1958,56,102,7,15,3,0,0,18,7,2,1,6,1,10,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80019.jpg,1982,1982,0.147,0.194,0.176,0.371
김용선,1970,411,911,103,208,40,5,18,312,79,20,16,93,12,224,18,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89712.jpg,1989,1997,0.228,0.3,0.342,0.642
김용우,1979,135,165,14,39,6,1,2,53,18,2,1,23,8,36,3,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72131.jpg,2002,2009,0.236,0.33,0.321,0.651
김용운,1955,592,1484,127,367,52,4,9,454,160,10,11,82,17,129,52,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82114.jpg,1982,1990,0.247,0.287,0.306,0.593
김용의,1985,980,1782,322,463,56,17,9,580,165,106,42,202,9,400,25,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78217.jpg,2008,2021,0.26,0.335,0.325,0.661
김용철,1957,1025,3415,479,968,192,10,131,1573,555,74,42,369,29,382,110,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1982,1992,0.283,0.353,0.461,0.814
김용희,1955,535,1783,200,482,69,10,61,754,260,15,13,151,18,161,56,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80020.jpg,1982,1989,0.27,0.327,0.423,0.75
김용희,1964,66,38,27,7,0,0,0,7,0,14,5,4,2,11,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88211.jpg,1988,1989,0.184,0.262,0.184,0.446
김우근,1956,397,1043,142,264,35,8,11,348,85,65,25,111,9,111,24,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80021.jpg,1982,1987,0.253,0.325,0.334,0.659
김우석,1975,161,129,17,23,5,1,1,33,6,1,1,7,3,36,4,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72108.jpg,2002,2008,0.178,0.221,0.256,0.476
김우열,1949,343,1076,160,299,45,6,41,479,173,43,16,155,16,141,15,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95913.jpg,1982,1986,0.278,0.369,0.445,0.814
김원근,1968,62,125,10,34,3,0,0,37,11,1,4,12,3,29,5,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91750.jpg,1991,1995,0.272,0.336,0.296,0.632
김원석,1989,89,203,31,56,12,2,7,93,26,0,0,11,5,64,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62768.jpg,2016,2017,0.276,0.313,0.458,0.771
김원섭,1978,1092,2835,442,767,131,33,27,1045,307,103,51,436,19,452,52,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71207.jpg,2001,2016,0.271,0.368,0.369,0.736
김유동,1954,136,378,41,89,15,1,10,136,41,4,4,14,4,45,10,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82004.jpg,1982,1985,0.235,0.263,0.36,0.623
김윤환,1957,457,1203,153,309,62,9,28,473,170,66,33,147,6,163,31,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84610.jpg,1987,1991,0.257,0.338,0.393,0.731
김은성,1993,27,30,2,8,3,0,0,11,2,0,0,3,1,9,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65304.jpg,2019,2021,0.267,0.333,0.367,0.7
김응국,1966,1440,4950,744,1452,243,62,86,2077,666,207,99,593,37,711,92,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88510.jpg,1989,2003,0.293,0.369,0.42,0.789
김응민,1991,104,172,15,32,3,0,2,41,15,0,0,8,5,41,6,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60288.jpg,2014,2022,0.186,0.222,0.238,0.461
김이수,1960,118,155,25,26,6,1,2,40,10,7,7,9,1,29,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80023.jpg,1984,1986,0.168,0.213,0.258,0.471
김인식,1953,662,2167,260,553,67,11,11,675,154,99,46,107,60,110,38,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1982,1988,0.255,0.29,0.311,0.602
김인철,1971,381,681,112,162,27,3,18,249,78,20,10,43,9,164,18,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90811.jpg,1991,2007,0.238,0.283,0.366,0.649
김인호,1967,1067,2783,412,640,110,16,52,938,263,99,64,296,51,478,56,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89513.jpg,1989,2001,0.23,0.304,0.337,0.641
김인환,1994,298,902,94,217,33,0,24,322,105,3,0,71,7,245,13,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66715.jpg,2018,2024,0.241,0.296,0.357,0.653
김일경,1978,800,1569,220,386,62,5,18,512,118,90,38,119,25,331,35,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97300.jpg,1999,2012,0.246,0.299,0.326,0.625
김일권,1956,841,2817,364,713,102,16,28,931,243,363,146,267,22,187,55,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1982,1991,0.253,0.318,0.33,0.648
김일혁,1970,132,167,26,37,12,0,2,55,13,5,0,17,1,26,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92711.jpg,1992,1995,0.222,0.293,0.329,0.623
김일환,1954,451,947,88,227,41,3,0,274,76,8,16,93,5,116,25,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80024.jpg,1982,1989,0.24,0.308,0.289,0.597
김재걸,1972,1125,2128,271,490,72,13,14,630,170,119,54,182,33,501,46,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95409.jpg,1995,2009,0.23,0.291,0.296,0.587
김재구,1978,89,96,7,23,5,0,4,40,20,1,0,5,1,30,4,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72850.jpg,2002,2008,0.24,0.277,0.417,0.694
김재덕,1973,132,221,16,43,15,0,5,73,22,0,1,10,2,46,2,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91112.jpg,1991,1998,0.195,0.229,0.33,0.56
김재박,1954,966,3561,512,972,148,26,28,1256,321,284,119,364,45,279,51,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1982,1992,0.273,0.34,0.353,0.693
김재상,1959,403,676,121,158,20,4,4,198,52,88,39,72,9,79,13,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1982,1991,0.234,0.307,0.293,0.6
김재상,2004,52,104,14,23,4,0,3,36,14,4,0,7,0,27,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53400.jpg,2023,2024,0.221,0.27,0.346,0.616
김재유,1992,196,327,58,85,9,0,2,100,29,20,5,23,9,81,4,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/65506.jpg,2015,2022,0.26,0.309,0.306,0.614
김재율,1989,149,289,31,73,14,0,7,108,40,0,1,21,4,61,12,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61114.jpg,2011,2019,0.253,0.303,0.374,0.677
김재학,1978,37,35,4,5,0,1,0,7,1,0,0,2,2,9,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71150.jpg,2001,2004,0.143,0.189,0.2,0.389
김재현,1975,1770,5710,884,1681,310,20,201,2634,939,115,66,929,133,931,137,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1994,2010,0.294,0.393,0.461,0.854
김재현,1987,486,464,142,122,15,9,2,161,42,72,25,28,11,118,4,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76869.jpg,2007,2020,0.263,0.305,0.347,0.652
김재현,1991,267,271,39,55,8,0,0,63,28,1,1,16,8,65,15,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/64499.jpg,2014,2022,0.203,0.247,0.232,0.48
김재호,1985,1793,4534,661,1235,211,26,54,1660,600,79,40,581,50,652,144,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/74206.jpg,2004,2024,0.272,0.355,0.366,0.721
김정규,1973,41,63,5,13,1,0,0,14,2,0,0,0,1,12,2,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92210.jpg,1994,1999,0.206,0.206,0.222,0.429
김정민,1970,700,1257,122,331,53,4,14,434,142,4,10,89,21,220,25,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93112.jpg,1993,2009,0.263,0.312,0.345,0.657
김정수,1953,346,966,129,226,46,6,23,353,113,20,18,156,7,137,14,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82982.jpg,1982,1986,0.234,0.34,0.365,0.706
김정수,1960,181,457,46,102,18,5,7,151,51,9,6,57,2,106,10,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83147.jpg,1983,1985,0.223,0.309,0.33,0.64
김정수,1963,139,132,27,23,4,0,0,27,13,4,6,8,6,35,0,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87412.jpg,1987,1992,0.174,0.221,0.205,0.426
김정태,1957,95,180,14,42,6,0,1,51,10,2,5,29,2,27,8,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80027.jpg,1986,1987,0.233,0.34,0.283,0.623
김정혁,1985,99,215,33,51,6,1,2,65,25,4,2,14,3,48,5,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61463.jpg,2011,2017,0.237,0.284,0.302,0.586
김정현,1979,24,68,10,17,2,0,1,22,6,0,3,8,0,20,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72548.jpg,2002,2002,0.25,0.329,0.324,0.652
김종갑,1964,218,359,64,79,13,1,12,130,40,8,6,55,2,80,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87410.jpg,1987,1992,0.22,0.324,0.362,0.686
김종국,1973,1359,4391,604,1086,198,19,66,1520,429,254,70,449,46,797,77,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/96616.jpg,1996,2009,0.247,0.317,0.346,0.663
김종모,1959,852,2739,329,815,111,10,82,1192,395,26,31,250,15,257,104,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1982,1992,0.298,0.356,0.435,0.792
김종문,1964,70,52,3,13,2,0,1,18,9,0,2,5,1,5,0,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86712.jpg,1986,1991,0.25,0.316,0.346,0.662
김종민,1986,142,258,23,58,3,0,1,64,23,0,1,25,4,45,5,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79364.jpg,2015,2019,0.225,0.293,0.248,0.541
김종석,1971,978,2448,314,644,128,18,48,952,336,32,25,280,13,396,69,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89214.jpg,1989,2004,0.263,0.339,0.389,0.728
김종성,1969,133,180,33,46,9,1,7,78,26,7,8,11,4,46,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93243.jpg,1993,1995,0.256,0.298,0.433,0.732
김종수,1957,117,256,25,64,5,0,0,69,17,4,3,37,3,33,4,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97383.jpg,1986,1987,0.25,0.345,0.27,0.614
김종윤,1957,265,575,71,131,23,8,5,185,48,17,17,58,7,117,11,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96673.jpg,1982,1986,0.228,0.299,0.322,0.62
김종헌,1966,828,1706,267,425,65,17,5,539,152,115,62,181,22,309,26,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90514.jpg,1990,2000,0.249,0.321,0.316,0.637
김종호,1984,494,1343,249,376,41,18,6,471,90,128,37,135,28,255,29,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77454.jpg,2011,2017,0.28,0.346,0.351,0.696
김종훈,1972,1258,2902,425,735,119,24,43,1031,276,82,25,255,47,576,56,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1994,2007,0.253,0.314,0.355,0.669
김주성,1972,173,256,28,64,9,1,1,78,19,3,3,19,0,54,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94812.jpg,1994,1996,0.25,0.302,0.305,0.607
김주찬,1981,1778,6297,1025,1887,361,54,138,2770,782,388,132,401,105,963,131,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70410.jpg,2000,2020,0.3,0.342,0.44,0.781
김주현,1988,81,123,13,28,9,0,2,43,14,2,0,8,0,36,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77669.jpg,2008,2017,0.228,0.275,0.35,0.624
김주현,1993,36,53,4,13,2,0,0,15,3,0,0,9,1,23,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/66749.jpg,2016,2021,0.245,0.355,0.283,0.638
김주형,1985,750,1809,175,405,77,1,61,667,222,4,8,135,31,389,45,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74605.jpg,2004,2018,0.224,0.278,0.369,0.646
