카드ID,카드이름,카드사,국내연회비,해외연회비,주요혜택
985,광주·전남愛사랑카드,광주은행,"8,000","10,000","지역: 광주/전남지역 고향사랑(사회복지공동모금회) 0.5% 기부 서비스
기타: 그린카드 멤버십 서비스
골프: 골프장 5,000포인트 적립
패밀리레스토랑: 패밀리레스토랑 10% 포인트 적립
카페: 카페 10% 포인트 적립
온라인쇼핑: 온라인 쇼핑/예매 10% 포인트 적립
대중교통: 교통 10% 포인트 적립
유의사항: 꼭 확인하세요!"
986,광주·전남愛사랑플래티늄카드,광주은행,"118,000","120,000","지역: 광주/전남지역 고향사랑(사회복지공동모금회) 0.5% 기부 서비스
바우처: 연간 4가지 바우처 중 택1
골프: 골프장 5,000포인트 적립
패밀리레스토랑: 패밀리레스토랑 10% 포인트 적립
카페: 카페 10% 포인트 적립
온라인쇼핑: 온라인 쇼핑/예매 10% 포인트 적립
대중교통: 교통 10% 포인트 적립
프리미엄 서비스: MasterCard Platinum 서비스
유의사항: 꼭 확인하세요!"
987,신협-현대카드M Edition2,현대카드,"15,000","20,000","금융: 현금카드 서비스
적립: 업종별 0.5~2% 적립
월 100만원 이상 이용 시 1.5배 적립"
988,신협-현대카드M2 Edition2,현대카드,"35,000","40,000","금융: 현금카드 서비스
적립: 업종별 0.5~2% 적립
월 100만원 이상 이용 시 1.5배 적립
프리미엄 서비스: 현대카드 플래티넘 서비스"
989,신협-현대카드 ZERO,현대카드,"5,000","10,000","금융: 현금카드 서비스
모든가맹점: 모든 가맹점에서 이용대금의 0.7% 할인
생활필수영역 0.5% 추가 할인
무이자할부: 모든 가맹점에서 2~3개월 할부 결제 시 무이자 혜택 제공"
990,신협-현대카드 MY BUSINESS M Edition2,현대카드,"35,000","40,000","비즈니스: MY BUSINESS 사업지원서비스
금융: 현금카드 서비스
적립: 업종별 0.5~2% 적립
월 100만원 이상 이용 시 1.5배 적립"
991,신한카드 The BEST-T,신한카드,,"230,000","바우처: 매년 1회 Gift Option 선택
항공마일리지: 대한항공/아시아나항공 마일리지 적립 (택 1)
공항: 인천공항 고속도로 통행료 할인 서비스
인천공항 주차비 할인 서비스
프리미엄: 국제 브랜드사 서비스 (플래티늄 등급 선택 시 제공)
유의사항: 꼭 확인하세요!"
992,산림조합-현대카드M Edition2,현대카드,"15,000","20,000","금융: 산림조합 결제 혜택
적립: 업종별 0.5~2% 적립
월 100만원 이상 이용 시 1.5배 적립"
993,신한카드 The BEST+,신한카드,,"295,000","바우처: Gift Option 서비스
항공마일리지: 항공 마일리지 적립 서비스
공항라운지: The Lounge Members 무료 이용 서비스
골프: 골프 할인 서비스
호텔: 특급호텔 라운지 무료음료 서비스
프리미엄: 국제 브랜드사 서비스 (플래티늄 등급 선택 시 제공)
유의사항: 꼭 확인하세요!"
994,신한카드 The ACE BLUE LABEL,신한카드,,"700,000","바우처: 매년 1회 Gift Option 선택
항공마일리지: 대한항공 마일리지/아시아나항공 마일리지 적립 (택 1)
적립: 마이신한포인트 적립 (특별적립, 보너스적립)
프리미엄: 연(1~12월) 중 3회 선택이 가능한 Premium Box 서비스 제공
병원: 의료비 할인 서비스
카페: 폴바셋 월 1회(2잔), 연 최대 12회(24잔) 무료 음료 서비스
PP: 공항라운지카드(Priority Pass) 서비스
면세점: JDC 면세점 8% 할인 서비스
골프: 골프장 부킹 대행 서비스
프리미엄: 라이프스타일 Desk 서비스
프리미엄 서비스: 국제 브랜드사 서비스 (플래티늄 등급 선택 시 제공)
유의사항: 꼭 확인하세요!"
995,나주사랑 신한카드 S-Choice(선택형) 체크,신한카드,,,"교통: (교통형) 버스, 지하철, 택시 10% 캐시백
카페: (커피형) 모든 커피전문점 20% 캐시백
쇼핑: (쇼핑형) 4대 백화점 및 3대 할인점 10% 캐시백
유의사항: 꼭 확인하세요!"
996,신한카드 Ownership,신한카드,"10,000","15,000","적립: 카드 포인트 최고 5% 적립
쇼핑: 백화점, 홈쇼핑, 온라인몰, 마트, 토이저러스 최고 5% 적립
쇼핑 무이자할부 제공
해외: 해외사용 최고 5% 적립
통신: 이동통신 최고 5% 적립
모든가맹점: 국내 가맹점 최고 0.3% 적립
주유: S-OIL, 현대오일뱅크 주유 시 60원/L 적립
비즈니스: 전월 오너십카드 사용실적에 따라 회원 명의의 신한카드 가맹점 매출액에 대하여 최고 0.5% 적립
영화: 맥스무비, 인터파크, YES24 영화 할인
테마파크: 에버랜드, 롯데월드, 서울랜드, 캐리비안베이 할인
비즈니스: 사업자 공통서비스 제공
프리미엄: 국제 브랜드사 서비스 (플래티늄 등급 선택 시 제공)
유의사항: 꼭 확인하세요!"
997,산림조합-현대카드M2 Edition2,현대카드,"35,000","40,000","금융: 산림조합 결제 혜택
적립: 업종별 0.5~2% 적립
월 100만원 이상 이용 시 1.5배 적립
프리미엄 서비스: 현대카드 플래티넘 서비스"
998,산림조합-현대카드ZERO,현대카드,"5,000","10,000","금융: 산림조합 결제 혜택
모든가맹점: 모든 가맹점에서 이용대금의 0.7% 할인
생활필수영역 0.5% 추가 할인
무이자할부: 모든 가맹점에서 2~3개월 할부 결제 시 무이자 혜택 제공"
999,현대카드 MY BUSINESS ZERO MOBILE(포인트형),현대카드,"5,000","10,000","비즈니스: MY BUSINESS 사업지원서비스
적립: 국내외 가맹점 이용금액의 1% M포인트 적립
적립: 추가 M포인트(6대 온라인쇼핑 업종, 신차구매, GS칼텍스주유, 선결제 등)
유의사항: 꼭 확인하세요!"
1000,현대카드 MY BUSINESS ZERO(포인트형),현대카드,"5,000","10,000","비즈니스: MY BUSINESS 사업지원서비스
적립: 국내외 가맹점 이용금액의 1% M포인트 적립
적립: 추가 M포인트(6대 생활필수영역, 신차구매, GS칼텍스주유, 선결제 등)
유의사항: 꼭 확인하세요!"
1001,현대카드 MY BUSINESS M3 Edition2,현대카드,"85,000","85,000","비즈니스: MY BUSINESS 사업지원서비스
적립: 업종별 0.5~2% 적립
월 200만원 이상 이용시 2배 / 월 100만원 이상 이용 시 1.5배 적립
프리미엄 서비스: 현대카드 플래티넘서비스"
1002,Mobile x LOCA 롯데카드,롯데카드,"20,000","20,000","통신: 통신요금 최대 2만원 할인
모든가맹점: 국내 모든 가맹점 최대 1% 할인
기타: L.POINT
유의사항: 꼭 확인하세요!"
1003,신한카드 Love Platinum#,신한카드,,"50,000","쇼핑: 전국 유명 백화점, 할인점, 온라인 쇼핑몰 5% 할인
전국 유명 백화점 및 할인점 상시 2~3개월 무이자 할부
주유: GS칼텍스 60원/L 할인
푸드: 불고기브라더스, 제일제면소 30% 할인
아웃백, 카페마마스, 스타벅스 20% 할인
영화: CGV, YES24 영화 7천원 할인
생활: LG계열 제휴사 최대 5~10% 할인 및 포인트 적립
적립: Love포인트 적립
테마파크: 유명 테마파크 자유이용권 할인
경기관람: 스포츠 할인
프리미엄: Platinum# 서비스 및 국제브랜드사 서비스
유의사항: 꼭 확인하세요!"
1004,다이아몬드 (Diamond) 카드,롯데카드,,"300,000","바우처: 스페셜 기프트 제공
명품기프트, 호텔바우처, 면세점이용권
대한항공: 대한항공 스카이패스 마일리지 1,500원 당 1마일 적립
항공권: 국내외 동반자 무료 항공권 제공
프리미엄 서비스: 마스터 다이아몬드 서비스
공항/호텔 무료 발렛, 공항라운지 서비스
유의사항: 꼭 확인하세요!"
1005,대교리브로 롯데카드,롯데카드,"7,000","10,000","도서: 대교리브로 도서구매 최대 25% 할인
대교리브로 멤버십 최대 70%할인
헤어: 박준뷰티랩, 박승철 헤어스투디오 할인

경기관람: 롯데 자이언츠 20% 할인

영화: 뮤지컬, 연극 등 공연 10~30% 할인
롯데시네마 영화관람료 1,500원 할인
푸드: 미스터피자 15% 현장 할인
T.G.I.F 상시 10% 할인
적립: L.POINT 적립 0.1%~3%

유의사항: 꼭 확인하세요!"
1006,신한카드 LABE,신한카드,"197,000","200,000","바우처: 매년 1회 Gift Option 선택 제공
대한항공: 항공 마일리지 적립
골프: 골프 쇼핑 or 레슨 할인
공항라운지: 골프 커피 or 공항라운지 무료
배달앱: 배달 앱(쿠팡이츠, 배달의 민족) 10% 할인
프리미엄: 국제 브랜드사 서비스 (플래티늄 등급 선택 시 제공)
유의사항: 꼭 확인하세요!"
1007,Clip카드,KB국민카드,,"15,000","KT: KT 통신요금 청구할인 최대 17,000원
유의사항: 꼭 확인하세요!"
1008,대신 CMA 롯데DC플러스 카드,롯데카드,,"10,000","증권사: 대신 CMA 서비스
이체수수료면제, 통합자산관리, 공모주 수수료 면제 등
기타: 롯데멤버스 제휴사 최고 12% 할인
무이자할부: 학원, 병의원 업종 2~3개월 무이자 할부
헤어: 박준뷰티랩, 박승철 헤어스투디오 할인
테마파크: 롯데월드 종합이용권 50% 할인
경주월드, 대전오월드 자유이용권 50% 할인
경기관람: 롯데 자이언츠 20% 할인

백화점: 롯데백화점  5% 할인쿠폰 제공
롯데 면세점 5~10% 할인
영화: 뮤지컬, 연극 등 공연 10~30% 할인
롯데시네마 영화관람료 1,500원 할인
푸드: 미스터피자 15% 현장 할인
T.G.I.F 상시 10% 할인
주유소: SK주유소 리터당 SK주유포인트 50원적립

유의사항: 꼭 확인하세요!"
1009,MY RENTAL 롯데카드,롯데카드,"12,000","15,000","렌탈 : 롯데렌탈 렌탈 상품 대여료 결제일 할인(청구할인)
기타: L.POINT
유의사항: 꼭 확인하세요!"
1010,EVO 티타늄카드,KB국민카드,"30,000","30,000","기타: 전기/수소차 충전 50% 적립
올가홀푸드, 바이올가, SSG.COM, 쿠팡 5% 적립
기타: 이용건별 기부서비스(1+1적립)
프리미엄 서비스: K-WORLD/국내전용 티타늄 서비스
Master 티타늄 서비스
유의사항: 꼭 확인하세요!"
1011,OIL KING SK 롯데카드,롯데카드,"10,000","15,000","주유소: SK주유소 주유 청구할인
헤어: 미용실 최대 20% 할인
테마파크: 국내 놀이공원 최대 50% 현장할인
쇼핑: 롯데백화점, 롯데ON, 면세점 최대 10%할인
푸드: T.G.I.F 10% 할인, 미스터미자 15% 현장 할인
유의사항: 꼭 확인하세요!"
1012,신한카드 Hi-Point MyShop PLATINUM#,신한카드,,"30,000","적립: 전월실적에 따라 사업성경비 포인트 1~5% 적립
금융: 단기/장기카드대출(현금서비스/카드론) 금리우대
비즈니스: 개인사업자 공통서비스 제공
프리미엄: Platinum# 서비스 및 국제브랜드사 서비스
유의사항: 꼭 확인하세요!"
1013,신한카드 Hi-Point MyShop,신한카드,,"15,000","적립: 전월실적에 따라 사업성경비 포인트 1~5% 적립
금융: 단기/장기카드대출(현금서비스/카드론) 금리우대
비즈니스: 개인사업자 공통서비스 제공
테마파크: 에버랜드, 롯데월드, 서울랜드, 캐리비안베이 할인
영화: 맥스무비, 인터파크, YES24 영화 할인
무이자할부: 백화점, 마트 2~3개월 무이자 할부 제공
유의사항: 꼭 확인하세요!"
1014,olleh 롯데 삼삼한 체크카드,롯데카드,,,"KT: KT통신요금 최대 5천원 청구 할인
백화점: 롯데백화점, 롯데닷컴 5% 현장할인
테마파크: 롯데월드 50% 현장할인 
영화: 롯데시네마 1,500원 청구할인
프리미엄 서비스: olleh스쿨 프리미엄 서비스
생활: 롯데리아, 엔제리너스 현장할인

기타: L.POINT
유의사항: 꼭 확인하세요!"
1015,신한카드 EV,신한카드,,"12,000","충전소: 전기차 충전요금 30~50% 결제일 할인
하이패스: 하이패스 요금 10% 캐시백
생활: 생활서비스 10% 할인
편의점, 병원/약국, 3대마트, 대중교통, 택시, 커피전문점
보험: 현대해상 다이렉트 자동차 보험 가입 시 3만원 할인
유의사항: 꼭 확인하세요!"
1016,OPTIN 플래티넘 카드,롯데카드,"55,000","60,000","모든가맹점: 전 가맹점 조건없이 0.5% 기본적립, 최대 3.5% 적립
프리미엄: OPTIN 플래티넘 카드 프리미엄 서비스
프리미엄: 마스터 플래티넘 서비스
쇼핑: 쇼핑
OTT/영화/문화: 놀이공원 및 영화 할인
호텔: 객실 및 일부 식음료장 현장 할인
헤어: 미용실 최대 20% 할인
푸드: 외식
멤버십포인트: L.POINT
유의사항: 꼭 확인하세요!"
1017,신세계 신한카드 SKYPASS / Asiana Club,신한카드,,"42,000","멤버십포인트: 신세계백화점 멤버십, 신세계 포인트 적립
항공마일리지: 대한항공: 기본적립 및 추가적립 1,500원당 1마일
아시아나: 기본적립 및 추가적립 1,000원당 1마일
해외이용: 면세/해외 할인
프리미엄: 국제브랜드사 서비스
유의사항: 꼭 확인하세요!"
1018,리디 신한카드,신한카드,,"13,000","도서: 리디북스 20% 결제일 할인
SPA브랜드: SPA 브랜드 10% 결제일 할인
드럭스토어: H&B Store 10% 결제일 할인
영화: CGV, 롯데시네마, 메가박스 4천원 결제일 할인
카페: 커피 업종 이용시 20% 결제일 할인
유의사항: 꼭 확인하세요!"
1019,더본 신한카드,신한카드,,"13,000","카페: 빽다방 30% 결제일 할인
푸드: 더본(theborn) 모든 매장 10% 결제일 할인
편의점: 편의점 5% 결제일 할인
택시: 택시 10% 결제일 할인
영화: CGV 3천원 결제일 할인
유의사항: 꼭 확인하세요!"
1020,노란우산 신한카드,신한카드,,"10,000","적립: 노란우산 신한카드 포인트 월 최대 5만P 적립
생활: 전월 30만원 이상 이용 시 병원/약국, 대중교통, 주유소 할인
비즈니스: 사업자지원 서비스
유의사항: 꼭 확인하세요!"
1021,롯데면세점 롯데 아멕스카드,롯데카드,,"10,000","면세점: 면세점 쇼핑 최고 15% 할인/무이자 할부/포인트 추가 적립
뷰티/피트니스: 미용실 최대 20% 할인
테마파크: 놀이공원 할인
레저/스포츠: 롯데 자이언츠 20% 할인
쇼핑: 롯데백화점, 롯데ON, 면세점 5~15% 할인
롯데마트, 롯데슈퍼, 토이저러스 무이자 할부
여행/숙박: 여행서비스
해외렌터카 할인 예약 서비스
OTT/영화/문화: 롯데시네마, 뮤지컬, 연극 할인
푸드: 보네스뻬/보네스뻬브레드, T.G.I.F 10% 할인
자동차/하이패스: SK주유포인트 50원적립
멤버십포인트: L.POINT, 롯데 SK 주유포인트 적립 적립
유의사항: 꼭 확인하세요!"
1022,현대카드 MY BUSINESS M2 Edition2,현대카드,"55,000","55,000","비즈니스: MY BUSINESS 사업지원서비스
적립: 업종별 0.5~2% 적립
월 100만원 이상 이용 시 1.5배 적립
프리미엄 서비스: 현대카드 플래티넘서비스"
1023,대신 CMA 롯데체크카드,롯데카드,,,"증권사: 대신CMA 이체 수수료 면제
통합 자산관리 기능
연회비지원: 연회비 면제
무료 SMS 서비스
헤어: 박준뷰티랩, 박승철 헤어스투디오 할인

테마파크: 롯데월드 종합이용권 50% 할인
경주월드, 대전오월드 자유이용권 50% 할인 
경기관람: 롯데 자이언츠 20% 할인
백화점: 롯데백화점  5% 할인쿠폰 제공
롯데 면세점 5~10% 할인
호텔: 해외항공권 1~7% 할인
해외여행상품 3~7% 할인
일반음식점: 미스터피자 15% 현장 할인
T.G.I.F 상시 10% 할인
주유소: SK주유소 리터당 SK주유포인트 50원적립

유의사항: 꼭 확인하세요!"
