,full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
210,Alex Johnson,1941,1976,1322,4623,1331,180,33,78,244,626,525,550,113,63,0.287908285,0.323607972,0.391736967,0.715344939
211,Alex Kampouris,1912,1943,708,2182,531,94,20,45,244,360,284,272,22,19,0.24335472,0.319455894,0.366636114,0.686092008
212,Alex Kirilloff,1998,2024,249,799,198,40,5,27,62,215,116,92,2,1,0.247809762,0.301974448,0.411764706,0.713739154
213,Alex Liddi,1988,2013,61,173,36,8,1,6,13,73,16,15,3,1,0.208092486,0.26344086,0.369942197,0.633383057
214,Alex McCarthy,1887,1917,432,1335,306,34,11,5,104,123,122,136,23,21,0.229213483,0.284920083,0.282397004,0.567317087
215,Alex McFarlan,1869,1892,14,42,7,0,0,0,8,11,1,2,1,2,0.166666667,0.3,0.166666667,0.466666667
216,Alex McKinnon,1861,1887,386,1572,465,82,30,13,45,125,219,209,27,9,0.295801527,0.315398887,0.410941476,0.726340363
217,Alex Metzler,1902,1930,560,1968,561,85,41,9,260,144,207,290,46,27,0.285060976,0.368491921,0.383638211,0.752130132
218,Alex Ochoa,1972,2002,807,2143,597,131,19,46,203,288,261,320,56,38,0.278581428,0.341005968,0.421838544,0.762844512
219,Alex Presley,1987,2017,450,1401,369,50,19,29,81,282,111,157,30,18,0.263383298,0.303643725,0.388294076,0.6919378
220,Alex Prieto,1980,2004,24,43,9,1,0,1,3,13,4,5,0,1,0.209302326,0.260869565,0.302325581,0.563195147
221,Alex Radcliff,1907,1946,422,1676,496,94,30,20,106,239,245,242,30,29,0.295942721,0.337822671,0.423627685,0.761450356
222,Alex Ramirez,1975,2000,135,332,86,17,3,12,15,78,48,38,3,1,0.259036145,0.291066282,0.436746988,0.72781327
223,Alex Rios,1981,2015,1691,6419,1778,374,63,169,400,1117,794,885,253,77,0.276990185,0.319401672,0.433868204,0.753269876
224,Alex Rodriguez,1972,2016,2784,10566,3115,548,31,696,1338,2287,2086,2021,329,76,0.294813553,0.374075941,0.550160893,0.924236834
225,Alex Romero,1985,2009,144,280,67,14,4,2,14,43,30,27,6,0,0.239285714,0.275510204,0.339285714,0.614795918
226,Alex Sanchez,1978,2005,427,1527,452,56,21,6,76,233,111,193,122,58,0.296005239,0.329382408,0.371971185,0.701353593
227,Alex Taveras,1958,1983,35,53,11,1,0,0,2,3,4,4,1,2,0.20754717,0.236363636,0.226415094,0.462778731
228,Alex Trevino,1955,1990,939,2429,604,117,10,23,205,317,244,245,19,11,0.248662001,0.307137434,0.333470564,0.640607998
229,Alex Verdugo,1994,2024,800,2886,784,180,11,70,240,480,316,409,22,11,0.271656272,0.327575176,0.414414414,0.74198959
230,Alexander Canario,2000,2024,21,42,12,2,1,2,2,19,8,5,1,0,0.285714286,0.318181818,0.523809524,0.841991342
231,Alexei Ramirez,1985,2016,1371,5134,1387,249,17,115,263,650,590,601,143,63,0.27015972,0.305725403,0.392481496,0.698206899
232,Alexi Amarista,1988,2017,702,1750,404,67,16,21,109,295,169,171,39,10,0.230857143,0.275954814,0.323428571,0.599383386
233,Alexi Casilla,1983,2014,578,1696,419,76,15,12,130,246,157,225,80,11,0.247051887,0.300657174,0.330778302,0.631435476
234,Alexis Gomez,1980,2006,89,158,41,6,2,1,10,33,11,20,4,0,0.259493671,0.303571429,0.341772152,0.64534358
235,Alexis Infante,1964,1990,60,55,6,1,0,0,2,12,0,11,1,0,0.109090909,0.140350877,0.127272727,0.267623604
236,Alf Anderson,1921,1946,126,390,93,11,3,1,33,49,17,56,6,7,0.238461538,0.29787234,0.28974359,0.58761593
237,Alfonso Rivas,1998,2023,167,404,98,16,3,7,42,139,43,42,7,1,0.242574257,0.313901345,0.349009901,0.662911246
238,Alfonso Soriano,1976,2014,1975,7750,2095,481,31,412,496,1803,1159,1152,289,84,0.270322581,0.314212952,0.499870968,0.814083919
239,Alfred Saylor,1918,1941,16,44,16,0,0,0,4,0,8,5,0,0,0.363636364,0.416666667,0.363636364,0.78030303
240,Alfredo Amezaga,1980,2011,584,1408,348,47,19,12,112,223,110,173,49,26,0.247159091,0.302631579,0.333096591,0.63572817
241,Alfredo Griffin,1953,1993,1962,6780,1688,245,78,24,338,664,527,759,192,134,0.248967552,0.284630514,0.318731563,0.603362078
242,Alfredo Marte,1990,2015,71,155,28,8,1,2,11,47,13,12,1,0,0.180645161,0.234939759,0.283870968,0.518810727
243,Algie McBride,1874,1901,403,1589,464,60,26,12,132,153,179,258,36,11,0.292007552,0.346310285,0.385147892,0.731458176
244,Ali S찼nchez,1999,2024,38,97,17,4,0,0,5,27,4,5,2,1,0.175257732,0.215686275,0.216494845,0.43218112
245,Alika Williams,2000,2024,83,188,38,9,2,0,12,57,11,20,1,0,0.20212766,0.25,0.271276596,0.521276596
246,Allan Dykstra,1992,2015,13,31,4,0,0,1,6,12,4,3,0,0,0.129032258,0.27027027,0.225806452,0.496076722
247,Allen Battle,1972,1996,108,248,57,8,0,1,32,52,7,33,13,5,0.22983871,0.317857143,0.274193548,0.592050691
248,Allen Craig,1987,2015,534,1831,506,107,3,59,143,394,296,239,11,3,0.27635172,0.328774063,0.434735117,0.76350918
249,Allen C처rdoba,1994,2017,100,202,42,2,2,4,18,54,15,17,2,2,0.207920792,0.272727273,0.297029703,0.569756976
250,Allen Elliott,1900,1924,63,182,44,8,2,2,2,13,29,21,3,3,0.241758242,0.25,0.340659341,0.590659341
251,Allie Clark,1924,1953,358,1021,267,48,4,32,72,70,149,131,2,5,0.261508325,0.310155535,0.410381978,0.720537514
252,Allie Strobel,1882,1906,105,336,66,10,3,1,29,75,26,29,2,5,0.196428571,0.260273973,0.25297619,0.513250163
253,Alonzo Powell,1967,1991,71,152,32,9,1,3,16,41,16,19,0,2,0.210526316,0.285714286,0.342105263,0.627819549
254,Alphonse Dunn,1918,1943,67,219,57,5,4,1,29,37,26,33,5,5,0.260273973,0.346774194,0.333333333,0.680107527
255,Alphonso Gerard,1922,1948,50,170,43,9,1,0,18,150,16,24,1,7,0.252941176,0.324468085,0.317647059,0.642115144
256,Alta Cohen,1908,1933,29,67,13,2,0,0,9,11,2,8,0,7,0.194029851,0.289473684,0.223880597,0.513354281
257,Alva Williams,1889,1918,499,1186,314,51,23,2,95,155,145,111,27,16,0.264755481,0.319281811,0.351602024,0.670883835
258,Alvaro Espinoza,1963,1997,942,2478,630,105,9,22,76,324,201,252,13,19,0.254237288,0.276429131,0.330508475,0.606937605
259,Alvin Dark,1924,1960,1828,7219,2089,358,72,126,430,534,757,1064,59,36,0.28937526,0.329324095,0.4112758,0.740599895
260,Alvin Davis,1961,1992,1206,4240,1189,220,10,160,685,558,683,568,7,16,0.280424528,0.380507614,0.450235849,0.830743463
261,Amado Samuel,1939,1964,144,368,79,18,0,3,16,82,25,23,0,4,0.214673913,0.247395833,0.288043478,0.535439312
262,Ambrose McGann,1872,1895,20,73,21,5,2,0,8,6,9,9,6,2,0.287671233,0.358024691,0.410958904,0.768983595
263,Ambrose Reid,1901,1932,429,1571,403,47,13,5,119,264,181,226,20,16,0.256524507,0.30887574,0.312539784,0.621415523
264,Amby McConnell,1885,1911,408,1506,398,30,22,3,107,150,119,202,72,9,0.264276228,0.313081215,0.31938911,0.632470325
265,Ameal Brooks,1911,1947,208,647,165,27,10,14,70,271,95,107,9,23,0.255023184,0.327754533,0.392581144,0.720335677
266,Amed Rosario,1994,2024,942,3507,958,157,46,63,161,729,366,449,109,36,0.27316795,0.305070883,0.398061021,0.703131904
267,Amos Booth,1856,1882,110,438,98,5,1,0,21,58,58,47,22,9,0.223744292,0.259259259,0.239726027,0.498985287
268,Amos Cross,1862,1887,117,441,118,16,7,1,45,112,56,62,19,7,0.267573696,0.335390947,0.342403628,0.677794575
269,Amos Otis,1945,1984,1998,7299,2020,374,66,193,757,1008,1007,1092,341,93,0.27675024,0.344712016,0.42540074,0.770112756
270,Amos Strunk,1885,1924,1512,4999,1418,213,96,15,573,518,530,696,185,107,0.283656731,0.357322326,0.373674735,0.730997061
271,Anastasio Santaella,1912,1936,74,213,66,15,1,1,25,2,30,26,7,3,0.309859155,0.382352941,0.403755869,0.78610881
272,Anderson Hernandez,1982,2010,240,643,155,25,5,4,55,107,60,69,10,6,0.241057543,0.300859599,0.314152411,0.615012009
273,Anderson Machado,1980,2005,24,68,15,5,1,0,12,32,6,7,4,1,0.220588235,0.3375,0.323529412,0.661029412
274,Anderson Pryor,1905,1933,295,1056,283,42,12,12,127,187,128,172,41,14,0.267992424,0.3465765,0.364583333,0.711159834
275,Anderson Tejeda,1997,2021,28,91,20,4,1,3,3,40,8,8,5,1,0.21978022,0.244680851,0.384615385,0.629296236
276,Andre David,1962,1986,38,53,13,2,0,1,7,13,5,5,0,0,0.245283019,0.333333333,0.339622642,0.672955975
277,Andre Dawson,1953,1996,2627,9927,2774,503,98,438,589,1509,1591,1373,314,109,0.279439911,0.319798402,0.482220208,0.80201861
278,Andre Ethier,1983,2017,1455,4800,1367,303,34,162,519,938,687,641,29,28,0.284791667,0.354577928,0.463333333,0.817911262
279,Andre Lipcius,2000,2023,13,35,10,1,0,1,3,8,4,3,0,0,0.285714286,0.342105263,0.4,0.742105263
280,Andre Robertson,1958,1985,254,724,182,32,4,5,26,120,54,80,4,8,0.251381215,0.277333333,0.327348066,0.6046814
281,Andre Rodgers,1934,1967,854,2521,628,112,23,45,290,507,245,268,22,20,0.249107497,0.326574173,0.365331218,0.691905391
282,Andre Thornton,1951,1987,1565,5291,1342,244,22,253,876,851,895,792,48,37,0.253638254,0.359656235,0.451521452,0.811177686
283,Andrelton Simmons,1989,2022,1226,4441,1169,201,23,70,304,461,444,501,72,24,0.263229002,0.310432034,0.366133754,0.676565787
284,Andres Galarraga,1963,2004,2257,8096,2333,444,32,399,583,2003,1425,1195,128,81,0.288166996,0.335983408,0.498764822,0.83474823
285,Andres Mesa,1925,1948,25,98,26,1,2,0,7,37,4,11,0,2,0.265306122,0.314285714,0.316326531,0.630612245
286,Andres Mora,1954,1980,235,700,156,27,2,27,31,149,83,71,1,1,0.222857143,0.255813953,0.382857143,0.638671096
287,Andres Thomas,1962,1990,577,2103,493,76,4,42,59,301,228,182,22,18,0.234427009,0.255319149,0.334284356,0.589603505
288,Andres Torres,1982,2013,650,1910,462,113,29,32,205,476,174,277,77,29,0.241884817,0.31536643,0.381675393,0.697041823
289,Andrew Benintendi,1993,2024,1031,3830,1034,223,20,98,402,759,493,518,85,29,0.26997389,0.339319471,0.4154047,0.75472417
290,Andrew Brown,1988,2014,144,328,72,14,0,14,28,101,45,37,3,2,0.219512195,0.280898876,0.390243902,0.671142779
291,Andrew Knapp,1995,2024,328,756,158,31,4,13,103,276,66,83,2,0,0.208994709,0.303841676,0.312169312,0.616010989
292,Andrew Knizner,1996,2024,293,804,169,32,0,18,63,204,85,89,4,1,0.210199005,0.267589389,0.317164179,0.584753568
293,Andrew Lambo,1990,2016,60,95,18,7,0,1,5,27,3,8,0,1,0.189473684,0.23,0.294736842,0.524736842
294,Andrew McCutchen,1986,2024,2127,7873,2152,429,50,319,1116,1775,1095,1239,219,89,0.273339261,0.363555457,0.462085609,0.825641066
295,Andrew Romine,1988,2021,613,1262,294,41,5,11,86,312,86,157,40,12,0.23296355,0.28189911,0.299524564,0.581423674
296,Andrew Sephus,1915,1938,14,39,4,0,0,0,11,1,0,6,2,0,0.102564103,0.3,0.102564103,0.402564103
297,Andrew Stevenson,1995,2023,273,432,105,19,2,8,39,134,50,55,9,4,0.243055556,0.305732484,0.351851852,0.657584336
298,Andrew Susac,1992,2020,114,278,61,17,2,7,25,94,35,31,0,0,0.21942446,0.283828383,0.370503597,0.65433198
299,Andrew Toles,1993,2018,96,231,66,14,1,8,15,49,35,41,2,2,0.285714286,0.329268293,0.458874459,0.788142752
300,Andrew Vaughn,1998,2024,562,2063,522,110,4,72,146,458,274,238,3,1,0.253029569,0.302399276,0.414929714,0.71732899
301,Andrew Velazquez,1995,2023,275,566,107,19,2,12,38,211,40,77,40,7,0.189045936,0.240066225,0.293286219,0.533352444
302,Andrew Wilson,1900,1923,46,163,33,4,1,3,13,37,16,21,1,2,0.202453988,0.261363636,0.294478528,0.555842164
303,Andrew Young,1997,2021,70,117,24,9,0,7,11,55,19,16,0,0,0.205128205,0.2734375,0.461538462,0.734975962
304,Andruw Jones,1973,2012,2196,7599,1933,383,36,434,891,1748,1289,1204,152,59,0.254375576,0.33262662,0.485590209,0.818216829
305,Andruw Monasterio,2000,2024,151,407,99,19,1,4,44,106,43,52,13,4,0.243243243,0.317073171,0.324324324,0.641397495
306,Andr챕s Blanco,1985,2017,536,1191,305,73,9,18,79,202,109,137,5,13,0.256087322,0.302362205,0.377833753,0.680195958
307,Andr챕s Chaparro,2001,2024,33,121,26,12,0,4,7,24,15,12,1,1,0.214876033,0.2578125,0.41322314,0.67103564
308,Andr챕s Gim챕nez,1997,2024,568,1937,505,88,11,49,110,403,222,251,99,15,0.260712442,0.300439668,0.393391843,0.693831511
309,Andujar Cedeno,1967,1996,616,2051,485,98,13,47,143,488,223,221,26,17,0.236470015,0.286235187,0.36567528,0.651910467
310,Andy Allanson,1965,1995,512,1486,357,48,4,16,87,223,139,145,23,18,0.240242261,0.282263191,0.310228802,0.592491994
311,Andy Anderson,1925,1949,122,223,41,8,1,2,22,36,17,23,0,1,0.183856502,0.257142857,0.255605381,0.512748238
312,Andy Barkett,1978,2001,17,46,14,2,0,1,4,7,3,5,1,0,0.304347826,0.36,0.413043478,0.773043478
313,Andy Carey,1929,1962,938,2850,741,119,38,64,268,389,350,371,23,21,0.26,0.323604875,0.395789474,0.719394349
314,Andy Childs,1914,1938,22,84,17,5,1,0,10,37,7,17,4,5,0.202380952,0.287234043,0.285714286,0.572948328
315,Andy Cohen,1904,1929,262,886,249,36,10,14,43,34,114,108,6,7,0.281038375,0.314316469,0.391647856,0.705964325
316,Andy Cusick,1861,1887,95,332,64,7,1,0,8,42,15,27,12,9,0.192771084,0.211764706,0.219879518,0.431644224
317,Andy Dirks,1988,2013,297,971,268,47,7,24,76,173,100,150,13,4,0.276004119,0.328557784,0.412976313,0.741534097
318,Andy Drake,1909,1933,21,62,15,3,0,1,3,37,5,5,0,5,0.241935484,0.276923077,0.338709677,0.615632754
319,Andy Etchebarren,1941,1978,948,2618,615,101,17,49,246,529,309,245,13,14,0.234912147,0.300628492,0.34262796,0.643256452
320,Andy Fox,1973,2004,776,1925,461,65,17,30,197,407,168,248,74,25,0.239480519,0.310084826,0.337662338,0.647747163
321,Andy Gonz찼lez,1984,2009,91,225,41,6,1,3,31,70,13,21,1,6,0.182222222,0.28125,0.257777778,0.539027778
322,Andy Green,1983,2009,140,230,46,7,1,2,26,41,12,33,2,1,0.2,0.28125,0.265217391,0.546467391
323,Andy Harris,1903,1927,21,71,19,3,0,0,5,75,8,9,2,5,0.267605634,0.315789474,0.309859155,0.625648629
324,Andy Harvey,1914,1938,29,94,26,5,1,0,4,37,13,11,0,5,0.276595745,0.306122449,0.35106383,0.657186279
325,Andy High,1899,1934,1314,4400,1250,195,65,44,425,130,482,618,33,46,0.284090909,0.347150259,0.387954545,0.735104805
326,Andy Ib찼챰ez,1998,2024,329,952,244,51,5,24,63,188,107,116,6,3,0.256302521,0.302463054,0.396008403,0.698471458
327,Andy Knox,1867,1890,21,75,19,3,0,0,9,37,8,6,5,2,0.253333333,0.333333333,0.293333333,0.626666667
328,Andy Kosco,1942,1974,658,1963,464,75,8,73,99,350,267,204,5,8,0.236372899,0.273035887,0.394294447,0.667330335
329,Andy LaRoche,1985,2013,404,1184,267,53,6,22,121,208,113,133,8,3,0.225506757,0.297318008,0.336148649,0.633466656
330,Andy Leonard,1854,1880,215,970,259,26,7,1,20,41,87,155,22,9,0.267010309,0.281818182,0.311340206,0.593158388
331,Andy Love,1917,1943,65,215,42,7,1,3,10,113,24,22,5,7,0.195348837,0.231111111,0.279069767,0.510180879
332,Andy Marte,1985,2014,308,854,186,45,6,21,67,180,99,86,1,6,0.217798595,0.274701412,0.358313817,0.633015229
333,Andy Mota,1968,1991,27,90,17,2,0,1,1,17,6,4,2,0,0.188888889,0.197802198,0.244444444,0.442246642
334,Andy Oyler,1879,1902,27,77,17,1,0,1,8,37,6,9,3,2,0.220779221,0.294117647,0.272727273,0.56684492
335,Andy Pafko,1920,1959,1852,6292,1796,264,62,213,561,477,976,844,38,31,0.285441831,0.343936962,0.448664971,0.792601933
336,Andy Pages,2001,2024,116,403,100,23,1,13,29,108,46,65,1,2,0.248138958,0.298611111,0.406947891,0.705559002
337,Andy Parrino,1988,2015,131,246,43,11,0,2,33,83,14,19,2,0,0.174796748,0.272401434,0.243902439,0.516303873
338,Andy Phillips,1981,2008,259,557,139,25,4,14,34,110,70,77,3,5,0.249551167,0.292724196,0.384201077,0.676925273
339,Andy Reese,1904,1930,331,1142,321,47,11,14,51,107,111,166,21,9,0.281085814,0.311818944,0.378283713,0.690102657
340,Andy Seminick,1920,1957,1304,3921,953,139,26,164,582,780,556,495,23,25,0.243050242,0.340883855,0.4172405,0.758124355
341,Andy Sheets,1973,2002,356,960,207,38,3,19,76,275,113,118,16,7,0.215625,0.273166023,0.320833333,0.593999356
342,Andy Spognardi,1909,1932,17,34,10,1,0,0,6,6,1,9,0,0,0.294117647,0.4,0.323529412,0.723529412
343,Andy Stankiewicz,1969,1998,429,844,203,45,3,4,80,141,59,105,17,9,0.240521327,0.306277056,0.315165877,0.621442933
344,Andy Swan,1861,1884,8,31,8,1,0,0,0,37,31,5,6,2,0.258064516,0.258064516,0.290322581,0.548387097
345,Andy Tomberlin,1970,1998,192,305,71,6,2,11,26,103,38,40,6,1,0.232786885,0.29305136,0.373770492,0.666821851
346,Andy Tracy,1982,2009,149,277,64,10,2,13,30,99,43,35,1,0,0.231046931,0.306188925,0.422382671,0.728571597
347,Andy Van Slyke,1960,1995,1658,5711,1562,293,91,164,667,1063,792,835,245,59,0.273507267,0.349482596,0.442829627,0.792312223
348,Andy Wilkins,1992,2016,43,67,9,3,0,1,5,32,5,5,1,0,0.134328358,0.194444444,0.223880597,0.418325041
349,Andy Woehr,1900,1924,63,193,47,6,5,0,6,9,20,14,2,2,0.243523316,0.266331658,0.32642487,0.592756529
350,Angel Alfonso,1901,1930,302,1168,321,57,19,16,137,224,156,200,31,16,0.274828767,0.350957854,0.397260274,0.748218128
351,Angel Aragon,1892,1917,33,76,9,1,0,0,5,6,5,4,2,7,0.118421053,0.172839506,0.131578947,0.304418454
352,Angel Berroa,1978,2009,746,2575,665,118,21,46,117,460,254,329,50,20,0.258252427,0.290490342,0.373980583,0.664470924
353,Angel Bravo,1946,1971,149,218,54,7,3,1,20,31,12,26,2,2,0.247706422,0.31092437,0.321100917,0.632025287
354,Angel Echevarria,1973,2002,328,543,152,32,0,21,46,104,90,70,1,4,0.279926335,0.336162988,0.454880295,0.791043283
355,Angel Mangual,1947,1976,450,1241,304,44,8,22,59,187,125,122,5,8,0.244963739,0.279230769,0.346494762,0.625725532
356,Angel Mart챠nez,2001,2024,43,151,35,7,0,3,15,33,11,16,3,1,0.231788079,0.301204819,0.337748344,0.638953164
357,Angel Pena,1976,2001,71,187,39,7,0,5,13,47,23,18,0,1,0.20855615,0.26,0.326203209,0.586203209
358,Angel Salazar,1961,1988,383,886,188,33,6,2,19,150,59,69,6,6,0.212189616,0.228729282,0.269751693,0.498480975
359,Angel Sanchez,1987,2013,185,570,145,19,4,1,38,93,54,67,3,1,0.254385965,0.300986842,0.307017544,0.608004386
360,Angel Santos,1979,2003,41,92,19,4,1,3,5,25,7,11,1,1,0.206521739,0.24742268,0.369565217,0.616987898
361,Angelo Encarnacion,1972,1997,76,198,50,10,2,3,13,34,15,23,3,1,0.252525253,0.298578199,0.368686869,0.667265068
362,Anse Moore,1923,1946,51,134,28,4,0,1,12,9,8,16,1,1,0.208955224,0.273972603,0.26119403,0.535166633
363,Anthony Alford,1994,2022,102,220,46,7,2,8,16,91,20,25,11,6,0.209090909,0.262711864,0.368181818,0.630893683
364,Anthony Bemboom,1996,2023,82,192,31,4,0,5,17,63,12,17,0,1,0.161458333,0.229665072,0.260416667,0.490081738
365,Anthony Cooper,1909,1941,320,1098,263,30,12,6,53,189,116,134,18,21,0.239526412,0.274543875,0.305100182,0.579644057
366,Anthony Gose,1989,2016,372,1128,271,47,19,12,101,353,69,155,57,23,0.240248227,0.30268511,0.34751773,0.65020284
367,Anthony Recker,1988,2017,206,552,110,28,0,18,60,193,70,55,3,2,0.199275362,0.277777778,0.347826087,0.625603865
368,Anthony Rendon,1990,2024,1173,4350,1218,295,16,158,547,779,671,683,55,17,0.28,0.36042475,0.464137931,0.824562681
369,Anthony Rizzo,1988,2024,1727,6288,1644,338,22,303,781,1208,965,922,72,44,0.261450382,0.343047107,0.466762087,0.809809194
370,Anthony Santander,1994,2024,746,2830,695,155,6,155,226,644,435,383,10,7,0.245583039,0.301374346,0.468904594,0.770278939
371,Anthony Volpe,2000,2024,319,1178,268,50,11,33,94,323,120,152,52,12,0.227504244,0.284591195,0.372665535,0.65725673
372,Antone Williamson,1974,1997,24,54,11,3,0,0,4,8,6,2,0,1,0.203703704,0.25862069,0.259259259,0.517879949
373,Antonio Mirabal,1916,1940,34,114,20,0,0,0,11,37,5,11,1,5,0.175438596,0.248,0.175438596,0.423438596
374,Antonio Perez,1980,2006,216,495,121,25,4,6,49,144,43,62,16,6,0.244444444,0.3125,0.347474747,0.659974747
375,Antonio Rodriguez,1916,1939,18,67,16,1,0,0,3,0,6,9,1,2,0.23880597,0.271428571,0.253731343,0.525159915
376,Aramis Garcia,1997,2024,119,308,65,5,0,10,10,117,25,27,0,1,0.211038961,0.235849057,0.324675325,0.560524381
377,Aramis Ramirez,1975,2015,2194,8136,2303,495,24,386,633,1238,1417,1098,29,18,0.28306293,0.334815828,0.492133727,0.826949555
378,Archi Cianfrocco,1969,1998,500,1276,308,59,7,34,80,360,185,136,16,3,0.24137931,0.286135693,0.378526646,0.664662339
379,Archie Brathwaite,1923,1948,108,385,103,19,5,4,39,37,60,60,9,7,0.267532468,0.33490566,0.374025974,0.708931634
380,Archie Moore,1941,1965,41,40,11,4,0,1,6,13,5,5,0,0,0.275,0.369565217,0.45,0.819565217
381,Archie Ware,1918,1948,188,696,200,29,9,4,52,152,105,96,14,14,0.287356322,0.336898396,0.372126437,0.709024833
382,Archie Wilson,1928,1952,51,140,31,5,3,0,7,14,17,9,0,0,0.221428571,0.258503401,0.3,0.558503401
383,Archie Yelle,1894,1919,87,199,32,4,0,0,15,19,7,13,2,7,0.16080402,0.219626168,0.180904523,0.400530691
384,Argenis Diaz,1987,2010,22,33,8,1,0,0,3,10,2,0,0,1,0.242424242,0.305555556,0.272727273,0.578282828
385,Argenis Reyes,1985,2009,58,127,26,0,0,1,5,24,3,13,3,0,0.204724409,0.234848485,0.228346457,0.463194942
386,Arismendy Alc찼ntara,1991,2017,167,428,81,15,3,11,24,150,39,51,14,8,0.189252336,0.232300885,0.315420561,0.547721446
387,Aristides Aquino,1995,2022,244,686,145,28,1,41,66,255,108,87,12,5,0.211370262,0.280585106,0.434402332,0.714987439
388,Arky Vaughan,1912,1948,1817,6622,2103,356,128,96,937,276,926,1175,118,32,0.317577771,0.402169599,0.453488372,0.855657971
389,Arlie Latham,1870,1909,1627,6822,1833,245,85,27,588,539,625,1478,761,39,0.268689534,0.326720648,0.341395485,0.668116133
390,Arlie Tarbert,1904,1928,40,86,16,2,0,0,4,13,7,6,1,0,0.186046512,0.222222222,0.209302326,0.431524548
391,Armando Alvarez,2001,2024,16,37,9,1,0,0,2,8,2,7,1,0,0.243243243,0.282051282,0.27027027,0.552321552
392,Armando Celada,1906,1929,36,118,24,7,0,0,8,37,7,10,6,2,0.203389831,0.253968254,0.262711864,0.516680118
393,Armando Marsans,1888,1918,646,2273,612,67,19,2,173,117,221,267,171,42,0.26924769,0.320932134,0.31808183,0.639013964
394,Armando Rios,1975,2003,419,1021,275,55,8,36,115,206,167,135,14,10,0.269343781,0.343309859,0.444662096,0.787971955
395,Armando Vazquez,1922,1948,62,191,50,3,4,2,16,75,20,27,2,7,0.261780105,0.31884058,0.35078534,0.66962592
396,Army Rhodes,1918,1942,12,38,4,1,0,0,1,37,3,2,0,5,0.105263158,0.128205128,0.131578947,0.259784076
397,Arndt Jorgens,1906,1939,307,738,176,31,5,4,85,73,89,79,3,3,0.238482385,0.317132442,0.310298103,0.627430545
398,Arnold Hauser,1888,1915,433,1468,349,33,20,6,121,184,137,180,68,11,0.23773842,0.295783512,0.29972752,0.595511032
399,Arnold Statz,1898,1928,683,2585,737,114,31,17,194,211,215,376,77,53,0.285106383,0.335012594,0.372920696,0.707933291
400,Arquimedez Pozo,1972,1997,26,74,14,4,1,1,2,15,14,4,1,0,0.189189189,0.210526316,0.310810811,0.521337127
401,Art Allison,1853,1876,31,130,27,2,1,0,2,6,10,9,6,2,0.207692308,0.21969697,0.238461538,0.458158508
